@id,@lat,@lon,name
310348494,42.0036936,21.3946845,Stopanska Banka
386744780,41.9921343,21.4266335,Sparkasse
416411687,42.0079825,21.3842855,Unibank
416411754,42.0043009,21.3847909,Unibank
416411856,42.0058046,21.4171593,Unibank
459663482,41.9966492,21.4065094,
1475404512,42.0069591,21.3654634,
1475404520,42.0074334,21.3682759,
1475404532,42.0075098,21.3683049,
1615856817,42.0031153,21.3989023,Sparkasse
2174953997,41.9975122,21.4837593,
2335276909,41.9937422,21.417619,Sparkasse
2335276914,42.0064284,21.3577339,Sparkasse
2335304829,42.0136404,21.4452888,Sparkasse
2520984629,41.9976152,21.4263503,Stopanska Banka
2884502161,41.9811869,21.4752453,Stopanska Banka
2884502184,41.9861457,21.4669741,Halkbank
2980043658,41.9908011,21.4447857,
3026549093,42.0030413,21.4000421,Stopanska Banka
3099334942,41.9909328,21.4455925,Halkbank
3101725359,41.9989126,21.435174,Sparkasse
3101725378,41.9993417,21.4357789,ProCredit
3101725382,41.9937271,21.4425083,Unibank
3103985010,41.9953834,21.4345612,NLB
3437249685,41.9953942,21.431033,
3497498228,42.0139201,21.4062413,Unibank
3497498229,42.0139259,21.4061361,Komercijalna Banka
3633126812,41.9944722,21.3959313,Stopanska Banka
3633126813,41.996706,21.4050875,Stopanska Banka
3634182298,42.0005737,21.3916984,Komercijalna Banka
3634182299,42.0010817,21.3900585,Komercijalna Banka
3634182400,42.001081,21.3900911,NLB
3635130200,42.0010181,21.3900584,Stopanska Banka
3637351595,41.9944772,21.3959333,NLB
3673492606,41.9951423,21.4292834,Sparkasse
3673514709,41.9757707,21.443976,Sparkasse
3673575643,42.0045813,21.3925292,Sparkasse
3674607001,41.9849643,21.4658037,Sparkasse
3787600183,41.9809158,21.4405696,Stopanska Banka
3787622358,41.981848,21.4400507,Sparkasse
4059895433,41.9938379,21.4171609,Ohridska Banka
4149490303,41.9983327,21.3924412,NLB
4169882189,41.9920274,21.4295739,Sparkasse
4169893239,41.9939123,21.4009084,Sparkasse
4197577689,41.9847345,21.4549624,
4225448690,42.015202,21.399685,NLB
4234366920,42.0137911,21.4039823,Stopanska Banka
4359835489,41.9909851,21.4456144,
4594432368,41.9957551,21.4333409,Stopanska Banka
4938101522,41.9917059,21.4378292,Sparkasse
5055455127,41.9868165,21.431026,
5759411265,41.9931833,21.4664512,
6030006585,41.9974347,21.4344946,Halkbank
6030006586,41.9952698,21.4328457,Ohridska Banka
6054036214,41.9994044,21.4200771,Ohridska Banka
6354850987,41.994836,21.4368673,
6414108786,42.0072333,21.4425529,
6419704785,42.0056394,21.4270178,
6440573589,42.0057289,21.4270947,
6913357686,42.0246861,21.4294091,
7133065638,42.0065804,21.3597505,Ohridska Banka
7133065639,42.0067318,21.3570683,Stopanska Banka
7133065640,42.0065931,21.359169,Halkbank
7133065642,42.0067621,21.3575725,Unibank
7133321080,42.0032539,21.3746296,Sparkasse
7133424007,41.9972771,21.4087112,Sparkasse
7133436089,41.9992882,21.4185028,Sparkasse
7133438548,41.9984598,21.4252244,Sparkasse
7133445813,41.9970916,21.4297565,Sparkasse
7133445908,41.9952018,21.4323164,Sparkasse
7136180065,41.9837158,21.4701949,Sparkasse
7136180066,41.9838577,21.4699015,Ohridska Banka
7136505913,42.0033653,21.3967495,Sparkasse
7136914208,42.0026662,21.4617348,Silkroad Bank
7136956046,41.9844079,21.4837986,Sparkasse
7137063836,42.0134867,21.442704,Ohridska Banka
7137078903,41.9937895,21.427607,Ohridska Banka
7137091823,42.0024787,21.3974984,Ohridska Banka
7137106710,41.9916024,21.4341214,Ohridska Banka
7137143985,41.988115,21.4550178,Ohridska Banka
7138812609,41.9941588,21.430463,Ohridska Banka
7138828587,41.9844901,21.4838556,Ohridska Banka
7138855081,41.9928708,21.4414426,Ohridska Banka
7138883012,41.9771994,21.4438029,Ohridska Banka
7138995761,42.0045231,21.3925052,Ohridska Banka
7139055367,42.0072387,21.3745188,Ohridska Banka
8187485902,41.9977389,21.4293567,Ohridska Banka
9249273476,41.9857533,21.4665047,Stopanska Banka
9249308305,41.9856903,21.466611,Sparkasse
9609080479,42.0028144,21.4077566,Stopanska Banka
9975747866,42.0039103,21.3864083,Stopanska Banka
